משרד,שנה,סיווג ראשי,סיווג משני,תקציב מקורי,תקציב מעודכן,ביצוע/אומדן,מספר תקנות,מקור
sec-29,2025,שכר,רזרבה,6999000,0,0,1,https://next.obudget.org/i/budget/0029/2025
sec-29,2025,שכר,שכר בארץ,167968000,157739000,158226945,10,https://next.obudget.org/i/budget/0029/2025
sec-29,2026,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,,3,https://next.obudget.org/i/budget/0029/2026
sec-29,2026,העברות,מוצרים ציבוריים,0,0,,1,https://next.obudget.org/i/budget/0029/2026
sec-29,2026,העברות פנים תקציביות,השתתפויות,0,0,,4,https://next.obudget.org/i/budget/0029/2026
sec-29,2026,חשבונות מעבר,חשבונות מעבר,0,0,,1,https://next.obudget.org/i/budget/0029/2026
sec-29,2026,קניות,קניות בארץ,155138000,155138000,,12,https://next.obudget.org/i/budget/0029/2026
sec-29,2026,קניות,רזרבה,6473000,6473000,,1,https://next.obudget.org/i/budget/0029/2026
sec-29,2026,שכר,רזרבה,7219000,7219000,,1,https://next.obudget.org/i/budget/0029/2026
sec-29,2026,שכר,שכר בארץ,168529000,168529000,,10,https://next.obudget.org/i/budget/0029/2026
sec-30,2023,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-3928067,5,https://next.obudget.org/i/budget/0030/2023
sec-30,2023,העברות,מוצרים ציבוריים,118696000,189782000,149287927,7,https://next.obudget.org/i/budget/0030/2023
sec-30,2023,העברות,רזרבה,37278000,0,0,1,https://next.obudget.org/i/budget/0030/2023
sec-30,2023,העברות,תמיכות לפי סעיף 3א,18500000,32341000,21109861,2,https://next.obudget.org/i/budget/0030/2023
sec-30,2023,העברות,תשלומי העברה סוציאליים,757472000,1049500000,1008592851,12,https://next.obudget.org/i/budget/0030/2023
sec-30,2023,העברות פנים תקציביות,השתתפויות,13831000,13809000,13352056,5,https://next.obudget.org/i/budget/0030/2023
sec-30,2023,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0030/2023
sec-30,2023,קניות,קניות בארץ,826641000,1070661000,831875910,25,https://next.obudget.org/i/budget/0030/2023
sec-30,2023,קניות,רזרבה,59629000,0,0,2,https://next.obudget.org/i/budget/0030/2023
sec-30,2023,שכר,רזרבה,5016000,0,0,1,https://next.obudget.org/i/budget/0030/2023
sec-30,2023,שכר,שכר בארץ,120382000,137728000,137435466,8,https://next.obudget.org/i/budget/0030/2023
sec-30,2024,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-24918315,5,https://next.obudget.org/i/budget/0030/2024
sec-30,2024,העברות,מוצרים ציבוריים,117500000,168196000,94191786,7,https://next.obudget.org/i/budget/0030/2024
sec-30,2024,העברות,רזרבה,35909000,0,0,1,https://next.obudget.org/i/budget/0030/2024
sec-30,2024,העברות,תמיכות לפי סעיף 3א,21600000,28156000,17670856,2,https://next.obudget.org/i/budget/0030/2024
sec-30,2024,העברות,תשלומי העברה סוציאליים,646907000,608589000,560439621,13,https://next.obudget.org/i/budget/0030/2024
sec-30,2024,העברות פנים תקציביות,השתתפויות,15253000,14629000,13736743,4,https://next.obudget.org/i/budget/0030/2024
sec-30,2024,חשבונות מעבר,חשבונות מעבר,0,0,12657,1,https://next.obudget.org/i/budget/0030/2024
sec-30,2024,קניות,קניות בארץ,770026000,1085768000,839664140,27,https://next.obudget.org/i/budget/0030/2024
sec-30,2024,קניות,רזרבה,31388000,0,0,2,https://next.obudget.org/i/budget/0030/2024
sec-30,2024,שכר,רזרבה,5543000,0,0,1,https://next.obudget.org/i/budget/0030/2024
sec-30,2024,שכר,שכר בארץ,133020000,148795000,146612647,8,https://next.obudget.org/i/budget/0030/2024
sec-30,2025,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-3272908,4,https://next.obudget.org/i/budget/0030/2025
sec-30,2025,העברות,מוצרים ציבוריים,82500000,144159000,99665033,7,https://next.obudget.org/i/budget/0030/2025
sec-30,2025,העברות,רזרבה,28553000,0,0,1,https://next.obudget.org/i/budget/0030/2025
sec-30,2025,העברות,תמיכות לפי סעיף 3א,19000000,33564000,15990809,2,https://next.obudget.org/i/budget/0030/2025
sec-30,2025,העברות,תשלומי העברה סוציאליים,578323000,485738000,462156417,14,https://next.obudget.org/i/budget/0030/2025
sec-30,2025,העברות פנים תקציביות,השתתפויות,16616000,16921000,15842684,4,https://next.obudget.org/i/budget/0030/2025
sec-30,2025,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0030/2025
sec-30,2025,קניות,קניות בארץ,737836000,1114729000,857033263,30,https://next.obudget.org/i/budget/0030/2025
sec-30,2025,קניות,רזרבה,30042000,0,0,2,https://next.obudget.org/i/budget/0030/2025
sec-30,2025,שכר,רזרבה,5678000,0,0,1,https://next.obudget.org/i/budget/0030/2025
sec-30,2025,שכר,שכר בארץ,136015000,156614000,156450675,8,https://next.obudget.org/i/budget/0030/2025
sec-30,2026,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,,4,https://next.obudget.org/i/budget/0030/2026
sec-30,2026,העברות,מוצרים ציבוריים,73700000,73700000,,6,https://next.obudget.org/i/budget/0030/2026
sec-30,2026,העברות,רזרבה,25346000,25346000,,1,https://next.obudget.org/i/budget/0030/2026
sec-30,2026,העברות,תמיכות לפי סעיף 3א,19000000,19000000,,2,https://next.obudget.org/i/budget/0030/2026
sec-30,2026,העברות,תשלומי העברה סוציאליים,517271000,517271000,,14,https://next.obudget.org/i/budget/0030/2026
sec-30,2026,העברות פנים תקציביות,השתתפויות,3900000,3900000,,4,https://next.obudget.org/i/budget/0030/2026
sec-30,2026,חשבונות מעבר,חשבונות מעבר,0,0,,1,https://next.obudget.org/i/budget/0030/2026
sec-30,2026,קניות,קניות בארץ,728378000,728378000,,31,https://next.obudget.org/i/budget/0030/2026
sec-30,2026,קניות,רזרבה,29569000,29569000,,1,https://next.obudget.org/i/budget/0030/2026
sec-30,2026,שכר,רזרבה,5856000,5856000,,1,https://next.obudget.org/i/budget/0030/2026
sec-30,2026,שכר,שכר בארץ,136780000,136780000,,8,https://next.obudget.org/i/budget/0030/2026
sec-31,2023,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-278000000,1,https://next.obudget.org/i/budget/0031/2023
sec-31,2023,קניות,קניות בארץ,12736538000,10490825000,10768825000,4,https://next.obudget.org/i/budget/0031/2023
sec-31,2023,קניות,רזרבה,55058000,38473000,0,1,https://next.obudget.org/i/budget/0031/2023
sec-31,2023,שכר,שכר בארץ,670693000,0,0,1,https://next.obudget.org/i/budget/0031/2023
sec-31,2024,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,0,1,https://next.obudget.org/i/budget/0031/2024
sec-31,2024,קניות,קניות בארץ,13526827000,12027228000,12027228000,5,https://next.obudget.org/i/budget/0031/2024
sec-31,2024,קניות,רזרבה,0,0,0,1,https://next.obudget.org/i/budget/0031/2024
sec-31,2024,שכר,שכר בארץ,761077000,30000000,30000000,1,https://next.obudget.org/i/budget/0031/2024
sec-31,2025,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-278000000,1,https://next.obudget.org/i/budget/0031/2025
sec-31,2025,קניות,קניות בארץ,18924552000,14504241000,14445469000,5,https://next.obudget.org/i/budget/0031/2025
sec-31,2025,קניות,רזרבה,0,0,0,1,https://next.obudget.org/i/budget/0031/2025
sec-31,2025,שכר,שכר בארץ,987650000,0,0,1,https://next.obudget.org/i/budget/0031/2025
sec-31,2026,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,,1,https://next.obudget.org/i/budget/0031/2026
sec-31,2026,קניות,קניות בארץ,20916398000,20916398000,,4,https://next.obudget.org/i/budget/0031/2026
sec-31,2026,שכר,שכר בארץ,987650000,987650000,,1,https://next.obudget.org/i/budget/0031/2026
sec-33,2023,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-526130394,3,https://next.obudget.org/i/budget/0033/2023
sec-33,2023,העברות,מוצרים ציבוריים,1440000,1440000,0,1,https://next.obudget.org/i/budget/0033/2023
sec-33,2023,העברות,סובסידיה,1259271000,931079000,821908664,30,https://next.obudget.org/i/budget/0033/2023
sec-33,2023,העברות,רזרבה,54091000,0,0,1,https://next.obudget.org/i/budget/0033/2023
sec-33,2023,העברות,תמיכות לפי סעיף 3א,10387000,71499000,7740848,3,https://next.obudget.org/i/budget/0033/2023
sec-33,2023,העברות,תשלומי העברה סוציאליים,25056000,41991000,13897950,4,https://next.obudget.org/i/budget/0033/2023
sec-33,2023,העברות פנים תקציביות,הפחתות,0,-8000000,-1265625,6,https://next.obudget.org/i/budget/0033/2023
sec-33,2023,העברות פנים תקציביות,השתתפויות,20420000,18420000,20797972,6,https://next.obudget.org/i/budget/0033/2023
sec-33,2023,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0033/2023
sec-33,2023,קניות,קניות בארץ,328710000,639333000,539543629,23,https://next.obudget.org/i/budget/0033/2023
sec-33,2023,קניות,רזרבה,52299000,0,0,2,https://next.obudget.org/i/budget/0033/2023
sec-33,2023,שכר,רזרבה,18303000,0,0,1,https://next.obudget.org/i/budget/0033/2023
sec-33,2023,שכר,שכר בארץ,435406000,414798000,487638671,18,https://next.obudget.org/i/budget/0033/2023
sec-33,2023,שכר,"שכר בחו""ל",3864000,9995000,8668380,2,https://next.obudget.org/i/budget/0033/2023
sec-33,2024,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-280686014,3,https://next.obudget.org/i/budget/0033/2024
sec-33,2024,העברות,מוצרים ציבוריים,1440000,0,0,1,https://next.obudget.org/i/budget/0033/2024
sec-33,2024,העברות,סובסידיה,1070502000,951838000,853939460,32,https://next.obudget.org/i/budget/0033/2024
sec-33,2024,העברות,רזרבה,46282000,0,0,1,https://next.obudget.org/i/budget/0033/2024
sec-33,2024,העברות,תמיכות לפי סעיף 3א,10622000,54543000,30506720,3,https://next.obudget.org/i/budget/0033/2024
sec-33,2024,העברות,תשלומי העברה סוציאליים,27936000,4993000,2644148,4,https://next.obudget.org/i/budget/0033/2024
sec-33,2024,העברות פנים תקציביות,הפחתות,0,0,440423,6,https://next.obudget.org/i/budget/0033/2024
sec-33,2024,העברות פנים תקציביות,השתתפויות,20083000,21286000,21223427,6,https://next.obudget.org/i/budget/0033/2024
sec-33,2024,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0033/2024
sec-33,2024,קניות,קניות בארץ,329143000,527176000,448439450,24,https://next.obudget.org/i/budget/0033/2024
sec-33,2024,קניות,"קניות בחו""ל",0,500000,27584,1,https://next.obudget.org/i/budget/0033/2024
sec-33,2024,קניות,רזרבה,13714000,0,0,2,https://next.obudget.org/i/budget/0033/2024
sec-33,2024,שכר,רזרבה,18024000,0,0,1,https://next.obudget.org/i/budget/0033/2024
sec-33,2024,שכר,שכר בארץ,422369000,438490000,502510439,18,https://next.obudget.org/i/budget/0033/2024
sec-33,2024,שכר,"שכר בחו""ל",3864000,8818000,8677834,2,https://next.obudget.org/i/budget/0033/2024
sec-33,2025,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-290870526,3,https://next.obudget.org/i/budget/0033/2025
sec-33,2025,העברות,מוצרים ציבוריים,1440000,0,0,1,https://next.obudget.org/i/budget/0033/2025
sec-33,2025,העברות,סובסידיה,1010335000,1048888000,936254868,32,https://next.obudget.org/i/budget/0033/2025
sec-33,2025,העברות,רזרבה,44055000,0,0,1,https://next.obudget.org/i/budget/0033/2025
sec-33,2025,העברות,תמיכות לפי סעיף 3א,10595000,45630000,29581441,3,https://next.obudget.org/i/budget/0033/2025
sec-33,2025,העברות,תשלומי העברה סוציאליים,23131000,13610000,5967926,4,https://next.obudget.org/i/budget/0033/2025
sec-33,2025,העברות פנים תקציביות,הפחתות,0,0,-2365104,6,https://next.obudget.org/i/budget/0033/2025
sec-33,2025,העברות פנים תקציביות,השתתפויות,24145000,24145000,20660006,6,https://next.obudget.org/i/budget/0033/2025
sec-33,2025,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0033/2025
sec-33,2025,קניות,קניות בארץ,338873000,552589000,527912034,24,https://next.obudget.org/i/budget/0033/2025
sec-33,2025,קניות,"קניות בחו""ל",0,416000,155443,1,https://next.obudget.org/i/budget/0033/2025
sec-33,2025,קניות,רזרבה,12051000,0,0,2,https://next.obudget.org/i/budget/0033/2025
sec-33,2025,שכר,רזרבה,18398000,0,0,1,https://next.obudget.org/i/budget/0033/2025
sec-33,2025,שכר,שכר בארץ,427614000,446482000,523023157,18,https://next.obudget.org/i/budget/0033/2025
sec-33,2025,שכר,"שכר בחו""ל",3944000,8661000,7593176,2,https://next.obudget.org/i/budget/0033/2025
sec-33,2026,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,,3,https://next.obudget.org/i/budget/0033/2026
sec-33,2026,העברות,מוצרים ציבוריים,0,0,,1,https://next.obudget.org/i/budget/0033/2026
sec-33,2026,העברות,סובסידיה,921302000,921302000,,31,https://next.obudget.org/i/budget/0033/2026
sec-33,2026,העברות,רזרבה,38855000,38855000,,1,https://next.obudget.org/i/budget/0033/2026
sec-33,2026,העברות,תמיכות לפי סעיף 3א,10583000,10583000,,3,https://next.obudget.org/i/budget/0033/2026
sec-33,2026,העברות,תשלומי העברה סוציאליים,0,0,,4,https://next.obudget.org/i/budget/0033/2026
sec-33,2026,העברות פנים תקציביות,הפחתות,0,0,,3,https://next.obudget.org/i/budget/0033/2026
sec-33,2026,העברות פנים תקציביות,השתתפויות,0,0,,4,https://next.obudget.org/i/budget/0033/2026
sec-33,2026,חשבונות מעבר,חשבונות מעבר,0,0,,1,https://next.obudget.org/i/budget/0033/2026
sec-33,2026,קניות,קניות בארץ,300998000,300998000,,23,https://next.obudget.org/i/budget/0033/2026
sec-33,2026,קניות,"קניות בחו""ל",0,0,,1,https://next.obudget.org/i/budget/0033/2026
sec-33,2026,קניות,רזרבה,10645000,10645000,,1,https://next.obudget.org/i/budget/0033/2026
sec-33,2026,שכר,רזרבה,20054000,20054000,,1,https://next.obudget.org/i/budget/0033/2026
sec-33,2026,שכר,שכר בארץ,471910000,471910000,,18,https://next.obudget.org/i/budget/0033/2026
sec-33,2026,שכר,"שכר בחו""ל",9068000,9068000,,2,https://next.obudget.org/i/budget/0033/2026
sec-34,2023,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-8220135,3,https://next.obudget.org/i/budget/0034/2023
sec-34,2023,העברות,מוצרים ציבוריים,0,0,0,3,https://next.obudget.org/i/budget/0034/2023
sec-34,2023,העברות,סובסידיה,79054000,89983000,72527221,4,https://next.obudget.org/i/budget/0034/2023
sec-34,2023,העברות,רזרבה,3294000,0,0,1,https://next.obudget.org/i/budget/0034/2023
sec-34,2023,העברות פנים תקציביות,הפחתות,0,0,-2468994,2,https://next.obudget.org/i/budget/0034/2023
sec-34,2023,העברות פנים תקציביות,השתתפויות,6013000,9096000,8691961,9,https://next.obudget.org/i/budget/0034/2023
sec-34,2023,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0034/2023
sec-34,2023,קניות,קניות בארץ,330802000,530786000,444519293,32,https://next.obudget.org/i/budget/0034/2023
sec-34,2023,קניות,"קניות בחו""ל",13426000,25728000,12003969,1,https://next.obudget.org/i/budget/0034/2023
sec-34,2023,קניות,רזרבה,28530000,189000,0,3,https://next.obudget.org/i/budget/0034/2023
sec-34,2023,שכר,רזרבה,4988000,0,0,1,https://next.obudget.org/i/budget/0034/2023
sec-34,2023,שכר,שכר בארץ,119316000,104952000,101652019,18,https://next.obudget.org/i/budget/0034/2023
sec-34,2023,שכר,"שכר בחו""ל",400000,1999000,1940403,1,https://next.obudget.org/i/budget/0034/2023
sec-34,2024,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-8809262,4,https://next.obudget.org/i/budget/0034/2024
sec-34,2024,העברות,מוצרים ציבוריים,0,4650000,4490183,4,https://next.obudget.org/i/budget/0034/2024
sec-34,2024,העברות,סובסידיה,55000000,92940000,75748162,4,https://next.obudget.org/i/budget/0034/2024
sec-34,2024,העברות,רזרבה,2392000,0,0,1,https://next.obudget.org/i/budget/0034/2024
sec-34,2024,העברות פנים תקציביות,הפחתות,0,0,0,2,https://next.obudget.org/i/budget/0034/2024
sec-34,2024,העברות פנים תקציביות,השתתפויות,13231000,12243000,11232015,10,https://next.obudget.org/i/budget/0034/2024
sec-34,2024,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0034/2024
sec-34,2024,קניות,קניות בארץ,256320000,426635000,339480465,33,https://next.obudget.org/i/budget/0034/2024
sec-34,2024,קניות,"קניות בחו""ל",5750000,20980000,7469706,1,https://next.obudget.org/i/budget/0034/2024
sec-34,2024,קניות,רזרבה,136886000,42168000,0,3,https://next.obudget.org/i/budget/0034/2024
sec-34,2024,שכר,רזרבה,4375000,0,0,1,https://next.obudget.org/i/budget/0034/2024
sec-34,2024,שכר,שכר בארץ,104597000,107186000,106188223,16,https://next.obudget.org/i/budget/0034/2024
sec-34,2024,שכר,"שכר בחו""ל",400000,1592000,1571985,1,https://next.obudget.org/i/budget/0034/2024
sec-34,2025,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-9800883,5,https://next.obudget.org/i/budget/0034/2025
sec-34,2025,העברות,מוצרים ציבוריים,28151000,29298000,-21609000,6,https://next.obudget.org/i/budget/0034/2025
sec-34,2025,העברות,סובסידיה,91033000,126740000,85427036,4,https://next.obudget.org/i/budget/0034/2025
sec-34,2025,העברות,רזרבה,4966000,0,0,1,https://next.obudget.org/i/budget/0034/2025
sec-34,2025,העברות פנים תקציביות,הפחתות,0,0,0,2,https://next.obudget.org/i/budget/0034/2025
sec-34,2025,העברות פנים תקציביות,השתתפויות,10260000,14260000,14950402,8,https://next.obudget.org/i/budget/0034/2025
sec-34,2025,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0034/2025
sec-34,2025,קניות,קניות בארץ,265820000,427851000,356347083,31,https://next.obudget.org/i/budget/0034/2025
sec-34,2025,קניות,"קניות בחו""ל",6127000,18939000,6774034,1,https://next.obudget.org/i/budget/0034/2025
sec-34,2025,קניות,רזרבה,14474000,265000,0,3,https://next.obudget.org/i/budget/0034/2025
sec-34,2025,שכר,רזרבה,4808000,0,0,1,https://next.obudget.org/i/budget/0034/2025
sec-34,2025,שכר,שכר בארץ,114533000,116522000,113940447,17,https://next.obudget.org/i/budget/0034/2025
sec-34,2025,שכר,"שכר בחו""ל",848000,1208000,1243637,1,https://next.obudget.org/i/budget/0034/2025
sec-34,2026,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,,4,https://next.obudget.org/i/budget/0034/2026
sec-34,2026,העברות,מוצרים ציבוריים,20000000,20000000,,6,https://next.obudget.org/i/budget/0034/2026
sec-34,2026,העברות,סובסידיה,80406000,80406000,,4,https://next.obudget.org/i/budget/0034/2026
sec-34,2026,העברות,רזרבה,4184000,4184000,,1,https://next.obudget.org/i/budget/0034/2026
sec-34,2026,העברות פנים תקציביות,השתתפויות,0,0,,7,https://next.obudget.org/i/budget/0034/2026
sec-34,2026,חשבונות מעבר,חשבונות מעבר,0,0,,1,https://next.obudget.org/i/budget/0034/2026
sec-34,2026,קניות,קניות בארץ,296067000,296067000,,29,https://next.obudget.org/i/budget/0034/2026
sec-34,2026,קניות,"קניות בחו""ל",3796000,3796000,,1,https://next.obudget.org/i/budget/0034/2026
sec-34,2026,קניות,רזרבה,12494000,12494000,,2,https://next.obudget.org/i/budget/0034/2026
sec-34,2026,שכר,רזרבה,5060000,5060000,,1,https://next.obudget.org/i/budget/0034/2026
sec-34,2026,שכר,שכר בארץ,120385000,120385000,,16,https://next.obudget.org/i/budget/0034/2026
sec-34,2026,שכר,"שכר בחו""ל",1050000,1050000,,1,https://next.obudget.org/i/budget/0034/2026
sec-35,2023,קניות,קניות בארץ,142009000,147927000,147927000,1,https://next.obudget.org/i/budget/0035/2023
sec-35,2023,קניות,רזרבה,5918000,0,0,1,https://next.obudget.org/i/budget/0035/2023
sec-35,2024,קניות,קניות בארץ,142010000,147927000,147927000,1,https://next.obudget.org/i/budget/0035/2024
sec-35,2024,קניות,רזרבה,5917000,0,0,1,https://next.obudget.org/i/budget/0035/2024
sec-35,2025,קניות,קניות בארץ,142010000,147927000,147927000,1,https://next.obudget.org/i/budget/0035/2025
sec-35,2025,קניות,רזרבה,5917000,0,0,1,https://next.obudget.org/i/budget/0035/2025
sec-35,2026,קניות,קניות בארץ,142010000,142010000,,1,https://next.obudget.org/i/budget/0035/2026
sec-35,2026,קניות,רזרבה,5917000,5917000,,1,https://next.obudget.org/i/budget/0035/2026
sec-36,2023,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-162471420,8,https://next.obudget.org/i/budget/0036/2023
sec-36,2023,העברות,מוצרים ציבוריים,615816000,590688000,559363976,6,https://next.obudget.org/i/budget/0036/2023
sec-36,2023,העברות,סובסידיה,14082000,16019000,15275206,2,https://next.obudget.org/i/budget/0036/2023
sec-36,2023,העברות,רזרבה,99263000,0,0,1,https://next.obudget.org/i/budget/0036/2023
sec-36,2023,העברות,תמיכות לפי סעיף 3א,606000,0,0,1,https://next.obudget.org/i/budget/0036/2023
sec-36,2023,העברות,תשלומי העברה סוציאליים,1702499000,1860363000,1782829248,23,https://next.obudget.org/i/budget/0036/2023
sec-36,2023,העברות פנים תקציביות,השתתפויות,49323000,49441000,48659049,5,https://next.obudget.org/i/budget/0036/2023
sec-36,2023,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0036/2023
sec-36,2023,קניות,קניות בארץ,879422000,1560238000,1177498786,69,https://next.obudget.org/i/budget/0036/2023
sec-36,2023,קניות,רזרבה,160199000,0,0,14,https://next.obudget.org/i/budget/0036/2023
sec-36,2023,שכר,רזרבה,15163000,0,0,1,https://next.obudget.org/i/budget/0036/2023
sec-36,2023,שכר,שכר בארץ,363910000,371232000,358290740,31,https://next.obudget.org/i/budget/0036/2023
sec-36,2024,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-37669488,8,https://next.obudget.org/i/budget/0036/2024
sec-36,2024,העברות,מוצרים ציבוריים,544043000,617633000,575182337,6,https://next.obudget.org/i/budget/0036/2024
sec-36,2024,העברות,סובסידיה,12479000,16370000,14127612,2,https://next.obudget.org/i/budget/0036/2024
sec-36,2024,העברות,רזרבה,96688000,0,0,1,https://next.obudget.org/i/budget/0036/2024
sec-36,2024,העברות,תמיכות לפי סעיף 3א,507000,8000,0,1,https://next.obudget.org/i/budget/0036/2024
sec-36,2024,העברות,תשלומי העברה סוציאליים,1838478000,2121366000,1942439556,26,https://next.obudget.org/i/budget/0036/2024
sec-36,2024,העברות פנים תקציביות,השתתפויות,58151000,53971000,52086238,5,https://next.obudget.org/i/budget/0036/2024
sec-36,2024,חשבונות מעבר,חשבונות מעבר,0,0,-1,1,https://next.obudget.org/i/budget/0036/2024
sec-36,2024,קניות,קניות בארץ,954630000,1601923000,1256445073,71,https://next.obudget.org/i/budget/0036/2024
sec-36,2024,קניות,רזרבה,85189000,0,0,14,https://next.obudget.org/i/budget/0036/2024
sec-36,2024,שכר,רזרבה,14562000,0,0,1,https://next.obudget.org/i/budget/0036/2024
sec-36,2024,שכר,שכר בארץ,349478000,369757000,366099920,31,https://next.obudget.org/i/budget/0036/2024
sec-36,2025,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-39998084,6,https://next.obudget.org/i/budget/0036/2025
sec-36,2025,העברות,מוצרים ציבוריים,633041000,717508000,659018535,5,https://next.obudget.org/i/budget/0036/2025
sec-36,2025,העברות,סובסידיה,15000000,11012000,10575875,2,https://next.obudget.org/i/budget/0036/2025
sec-36,2025,העברות,רזרבה,114048000,0,0,1,https://next.obudget.org/i/budget/0036/2025
sec-36,2025,העברות,תמיכות לפי סעיף 3א,0,0,0,1,https://next.obudget.org/i/budget/0036/2025
sec-36,2025,העברות,תשלומי העברה סוציאליים,2084627000,2416849000,2294000799,26,https://next.obudget.org/i/budget/0036/2025
sec-36,2025,העברות פנים תקציביות,השתתפויות,60376000,56404000,53678781,5,https://next.obudget.org/i/budget/0036/2025
sec-36,2025,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0036/2025
sec-36,2025,קניות,קניות בארץ,1067632000,1678275000,1389284918,75,https://next.obudget.org/i/budget/0036/2025
sec-36,2025,קניות,רזרבה,242779000,914000,0,14,https://next.obudget.org/i/budget/0036/2025
sec-36,2025,שכר,רזרבה,15303000,0,0,1,https://next.obudget.org/i/budget/0036/2025
sec-36,2025,שכר,שכר בארץ,367263000,378510000,380695256,31,https://next.obudget.org/i/budget/0036/2025
sec-36,2026,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,,6,https://next.obudget.org/i/budget/0036/2026
sec-36,2026,העברות,מוצרים ציבוריים,675151000,675151000,,5,https://next.obudget.org/i/budget/0036/2026
sec-36,2026,העברות,סובסידיה,19600000,19600000,,2,https://next.obudget.org/i/budget/0036/2026
sec-36,2026,העברות,רזרבה,121355000,121355000,,2,https://next.obudget.org/i/budget/0036/2026
sec-36,2026,העברות,תמיכות לפי סעיף 3א,0,0,,1,https://next.obudget.org/i/budget/0036/2026
sec-36,2026,העברות,תשלומי העברה סוציאליים,2211155000,2211155000,,26,https://next.obudget.org/i/budget/0036/2026
sec-36,2026,העברות פנים תקציביות,השתתפויות,4000000,4000000,,5,https://next.obudget.org/i/budget/0036/2026
sec-36,2026,חשבונות מעבר,חשבונות מעבר,0,0,,1,https://next.obudget.org/i/budget/0036/2026
sec-36,2026,קניות,קניות בארץ,1002022000,1002022000,,79,https://next.obudget.org/i/budget/0036/2026
sec-36,2026,קניות,רזרבה,304249000,304249000,,5,https://next.obudget.org/i/budget/0036/2026
sec-36,2026,שכר,רזרבה,16552000,16552000,,1,https://next.obudget.org/i/budget/0036/2026
sec-36,2026,שכר,שכר בארץ,397252000,397252000,,31,https://next.obudget.org/i/budget/0036/2026
sec-37,2023,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-1495423,5,https://next.obudget.org/i/budget/0037/2023
sec-37,2023,העברות,מוצרים ציבוריים,0,1927408000,1899359220,1,https://next.obudget.org/i/budget/0037/2023
sec-37,2023,העברות,סובסידיה,0,80501000,56260070,1,https://next.obudget.org/i/budget/0037/2023
sec-37,2023,העברות פנים תקציביות,השתתפויות,3139000,3077000,3049822,4,https://next.obudget.org/i/budget/0037/2023
sec-37,2023,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0037/2023
sec-37,2023,קניות,קניות בארץ,57705000,130793000,78025153,23,https://next.obudget.org/i/budget/0037/2023
sec-37,2023,קניות,"קניות בחו""ל",50883000,209188000,133823577,9,https://next.obudget.org/i/budget/0037/2023
sec-37,2023,קניות,רזרבה,12088000,0,0,2,https://next.obudget.org/i/budget/0037/2023
sec-37,2023,שכר,רזרבה,2949000,2949000,0,1,https://next.obudget.org/i/budget/0037/2023
sec-37,2023,שכר,שכר בארץ,48528000,51528000,50491423,7,https://next.obudget.org/i/budget/0037/2023
sec-37,2023,שכר,"שכר בחו""ל",22241000,25545000,25078916,3,https://next.obudget.org/i/budget/0037/2023
sec-37,2024,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-1378990,5,https://next.obudget.org/i/budget/0037/2024
sec-37,2024,העברות,מוצרים ציבוריים,2681382000,4052514000,4022105874,2,https://next.obudget.org/i/budget/0037/2024
sec-37,2024,העברות,סובסידיה,70000000,30502000,15161986,3,https://next.obudget.org/i/budget/0037/2024
sec-37,2024,העברות פנים תקציביות,השתתפויות,3205000,2643000,2588936,4,https://next.obudget.org/i/budget/0037/2024
